id,title,abstract,publication_date,cpc_codes
US-2019183587-A1,Methods and systems for instrument tracking and navigation within luminal networks,"Methods and systems for instrument tracking and navigation are described. In one embodiment, the system may be configured to receive position sensor data from at least one position sensor tracking an instrument positioned within a luminal network and determine a position sensor-based estimated state derived from the sensor data. The system may be configured to determine a combined estimated state for the instrument based on the position sensor data and at least one other type of position data. The system may be configured to determine a location transform based on the combined estimated state and the position sensor-based estimated state and output an estimated state of the instrument based on the position sensor-based estimated state adjusted by the location transform.",20190620,A61B2034/2048; A61B2034/2072; A61B2034/303; A61B34/30; A61B2034/2061; A61B2034/2061; A61B2034/2051; A61B2034/105; A61B2034/301; A61B34/20; A61B2034/2063; A61B2034/2059; A61B34/30; A61B2034/105; A61B2090/306; A61B2034/301; A61B2017/00477; A61B2090/309; A61B2090/3614; A61B2034/2051; A61B2034/2048; A61B34/10; A61B2017/00809; A61B2034/301; A61B2034/2061; A61B2034/303; A61B2034/2063; A61B2034/2051; A61B34/10; A61B2034/105; A61B34/30; A61B34/20; A61B2034/2048; A61B2090/3614; A61B2034/2059; A61B2090/309; A61B2090/306; A61B2034/2072; A61B2017/00809; A61B2017/00477; A61B2034/2051; A61B2034/2059; A61B2090/306; A61B34/20; A61B2017/00809; A61B2034/2048; A61B2034/105; A61B2034/301; A61B34/10; A61B2034/2072; A61B2034/2061; A61B2090/309; A61B34/30; A61B2017/00477; A61B2034/2063; A61B2090/3614; A61B34/20
US-2008010706-A1,Method and apparatus for controlling a haptic device,"A method for controlling a surgical device is provided. The method includes manipulating the surgical device to perform a procedure on a patient; determining whether a relationship between an anatomy of the patient and a position, an orientation, a velocity, and/or an acceleration of a surgical tool of the surgical device corresponds to a desired relationship between the anatomy and the position, the orientation, the velocity, and/or the acceleration of the surgical tool; and imposing a constraint on the surgical device if the relationship does not correspond to the desired relationship and/or a detection device is unable to detect a position of the anatomy and/or the position of the surgical tool.",20080110,A61B2017/00712; A61B2034/305; A61B2090/3983; A61B2034/2068; A61B2090/364; A61B2017/00119; A61B2034/107; A61B2034/2059; A61B2034/108; A61B2034/102; A61B2034/207; A61B34/20; A61B2017/00725; A61B2034/102; A61B34/76; A61B34/71; A61B2017/00694; A61B2034/2072; A61B2034/2065; A61B2017/00725; A61B90/03; A61B2090/363; A61B2090/364; A61B2034/2065; A61B2034/108; A61B34/30; A61B34/25; A61B2090/363; A61B34/30; A61B2017/00712; A61B90/03; A61B34/76; A61B2034/2068; A61B2034/2055; A61B34/20; A61B2034/107; A61B34/10; A61B2034/305; A61B17/1764; A61B2034/207; A61B2034/2055; A61B2017/00119; A61B17/1764; A61B2034/2059; A61B34/25; A61B2090/3983; A61B2017/00694; A61B34/71; G16H40/40
US-2011009886-A1,Methods and devices for endoscopically creating an anastomosis,"A method and devices that endoscopically create an anastomosis between two sections of the digestive tract, thereby allowing at least some chyme to bypass a section of the digestive tract while, optionally, the remaining chyme passes through the entire tract.",20110113,A61B17/1114; A61B17/1114; A61B17/32053; A61B2017/00469; A61B2017/00876; A61B2017/1103; A61B2017/1117; A61B2017/1139; A61B17/32053; A61B2017/00469; A61B2017/00876; A61B2017/1103; A61B2017/1117; A61B2017/1139
US-2011054253-A1,Method and device for automated translational movement of an endoscope through the digestive tract,"Device for automated translational movement of an endoscope through the digestive tract, comprising, at least: (i) pneumatic translational movement means; and (ii) electronic control means, that enable the automated and coordinated method of the translational movement means. The translational movement means include: at least one radial chamber immobilized on the endoscope; at least one bellows-shaped axial chamber connected via one end to the body of the endoscope; at least one radial chamber floating on the endoscope and secured to the second end of the bellows-shaped axial chamber.",20110303,A61B1/00; A61B1/00071; A61B1/31; A61B1/31; A61B1/00156; A61B1/00071; A61B1/00156
US-2016158936-A1,"Collision avoidance method, control device, and program",A collision avoidance method according to the present invention avoids collision of a robot arm  120  including an upper arm part  122  and a forearm part  124  connected to each other via an elbow part  134  with an obstacle. Movable areas of the upper arm part  122  and the forearm part  124  in a state in which positions of both ends of the robot arm  120  have been fixed are calculated. Intersections of the movable areas with a first line on a boundary surface of an obstacle area including the obstacle are calculated. A collision avoidance range in which the robot arm  120  does not collide against the obstacle area in the movable areas is determined based on the intersections that have been calculated.,20160609,Y10S901/02; B25J9/1666; B25J9/1623; B25J9/1676; B25J9/1666; Y10S901/02; G05B2219/39082; G05B2219/39082; Y10S901/02; B25J9/1666; B25J9/1623
US-10398516-B2,Drive mechanisms for robot arms,"A robot arm comprising a joint mechanism for articulating one limb of the arm relative to another limb of the arm about two non-parallel rotation axes, the mechanism comprising: an intermediate carrier attached to a first one of the limbs by a first revolute joint having a pitch rotation axis and to a second one of the limbs by a second revolute joint having a yaw rotation axis; a first drive gear disposed about the pitch rotation axis, the first drive gear being fast with the carrier; a second drive gear disposed about the yaw rotation axis, the second drive gear being fast with the second one of the limbs; a first drive shaft for driving the first drive gear to rotate about the pitch rotation axis, the first drive shaft extending along the first one of the limbs and having a first shaft gear thereon, the first shaft gear being arranged to engage the first drive gear; a second drive shaft for driving the second drive gear to rotate about the yaw rotation axis, the second drive shaft extending along the first one of the limbs and having a second shaft gear thereon; and an intermediate gear train borne by the carrier and coupling the second shaft gear to the second drive gear.",20190903,B25J9/102; A61B34/30; Y10S901/26; B25J17/0258; Y10S901/26; B25J17/0283; B25J17/0275; A61B34/30; F16H19/001; B25J18/04; B25J17/0275; A61B2034/305; A61B2034/305; Y10S901/25; B25J17/0258; Y10S901/25; B25J17/0258; A61B2017/0069; A61B34/30; Y10S901/25; B25J18/04; B25J9/102; A61B2017/0069; B25J17/0258; F16H19/001; Y10S901/26; A61B2034/305; B25J17/0275; B25J19/00; B25J17/00; B25J9/102
US-6699240-B2,Method and apparatus for tissue ablation,"An ablation system and a method of its use. The system includes a first elongated ablation component carrying a longitudinally extending mechanism for delivery of ablation energy along its length, and a second elongated ablation component movable relative to the first ablation component. The first and second components are provided with a mechanism mounted to and extending along the first and second components for magnetically attracting the first and second components toward one another along the length of the first mechanism for delivery of ablation energy. Preferably, the second elongated ablation component also carries a longitudinally extending mechanism for delivery of ablation energy along its length.",20040302,A61B18/1445; A61B18/1445; A61B18/1402; A61B18/1442; A61B2018/00994; A61B2018/126; A61B2018/1472; A61B18/1442; A61B18/1402; A61B2018/1472; A61B2018/00994; A61B2018/126
US-2020037863-A1,Devices and methods for treatment of body lumens,"A medical device may comprise a handle portion; an insertion portion having a proximal end portion at the handle portion, wherein the insertion portion includes a lumen therein and a distal end having a distal opening in communication with the lumen; and a member disposed within the lumen, the member having a distal end portion with an imaging device. The member may be configured to transition between a first configuration and a second configuration. In the first configuration, the imaging device may face distally, and, in the second configuration, the imaging device may face proximally. Extending the distal end portion of the member distally past the distal opening may cause the member to transition from the first configuration to the second configuration.",20200206,A61B1/012; A61B1/00087; A61B1/05; A61B1/00082; A61B1/0058; A61B1/00087; A61B1/05; A61B1/00183; A61B1/00082; A61B1/00087; A61B1/05; A61B1/00183; A61B1/0008; A61B1/0008
US-8248413-B2,Visual navigation system for endoscopic surgery,"An endoscopic surgical navigation system comprises a data acquisition subsystem, a tracking subsystem, a registration subsystem, a data processing subsystem and a user interface subsystem. The data acquisition subsystem inputs intra-operative scan data from a medical scanning device during an endoscopic procedure. The tracking subsystem captures data representing positions and orientations of a flexible endoscope during the endoscopic procedure. The registration subsystem determines transformation parameters for coregistering the intra-operative scan data and the data indicative of positions and orientations of the endoscope. The data processing subsystem coregisters the intra-operative scan data and the data indicative of positions and orientations of the endoscope based on the transformation parameters and generates real-time image data representing 3D internal views of a body that are coregistered with live video from an endoscopic video camera. The user interface subsystem receives input from a user for controlling the system and provides output to the user.",20120821,A61B1/009; A61B2090/367; A61B2034/2051; A61B5/065; A61B2034/105; A61B1/042; A61B2034/2055; A61B1/0005; A61B1/273; A61B34/20; A61B90/361; A61B2034/107; A61B2034/107; A61B2034/2051; A61B34/20; A61B90/361; A61B1/0005; A61B1/042; A61B2034/2055; A61B1/273; G16H40/63; G16H20/40; A61B2090/367; A61B5/065; A61B2034/105
US-8734478-B2,Rectal manipulation devices,"Tissue manipulation devices are disclosed. In various forms, the devices include tissue manipulation arms that are arranged in a position suitable to enable the device to be inserted into the colon then, upon application of at least one actuation motion thereto, at least some of the tissue manipulation arms are moved to deployed positions wherein they contact corresponding portions of the colon to thereby expand the colon. Various devices are actuatable by various forms of actuation forces. In various embodiments, the tissue manipulation arms may be movable along corresponding axes that are transverse to an insertion axis and may also be rotated about the insertion axis as well as be moved in directions that are substantially parallel to the insertion axis.",20140527,A61B2017/00353; F04C2270/0421; F04C2270/0421; A61B17/00234; A61B2560/0443; A61B2017/00287; A61B2017/0287; A61B17/3417; A61B2017/0225; A61B2017/00287; A61B2017/07257; A61B2017/00477; A61B17/0293; A61B2017/00477; A61B2017/07257; A61B17/00234; A61B17/3417; A61B17/1155; A61B17/072; A61B17/0218; A61B17/07207; A61B17/068; A61B17/1155
